"height","weight"
68.0178133003339,137.118156468043
63.0238959884634,155.007176364879
71.2368636409255,172.800865709411
70.0681393640461,225.158653907826
66.98766709313,144.504186675212
65.7741264659845,168.664287315966
69.9909432984632,137.422694265524
68.4575255714636,152.232576290241
71.2083273454139,117.608262137812
65.8510052412025,156.037892472733
66.1264988856921,199.964619052772
62.7189936318391,147.511318255406
65.888838756872,175.284893348692
67.7039959258018,176.105922534289
65.6193581744379,147.845325401298
69.5246318199594,132.758542101621
62.3095186323111,150.873021873974
67.5839680963996,154.740548355166
62.5359217395533,178.666768741223
66.2953970937109,165.372532835955
